21:31:35,0.000
21:31:36,0.000
21:31:37,0.033
21:31:38,0.008
21:31:39,0.032
21:31:40,0.000
21:31:41,0.002
21:31:42,0.094
21:31:43,0.006
21:31:44,0.094
21:31:45,0.021
21:31:46,0.000
21:31:47,0.000
21:31:48,0.025
21:31:49,0.069
21:31:50,0.000
21:31:51,1.091
21:31:52,0.000
21:31:53,0.008
21:31:54,0.000
21:31:55,0.002
21:31:56,0.017
21:31:57,1.176
21:31:58,0.006
21:31:59,0.000
21:32:00,0.000
21:32:01,0.003
21:32:02,0.015
21:32:03,0.009
21:32:04,1.279
21:32:05,0.003
21:32:06,0.000
21:32:07,0.002
21:32:08,0.006
21:32:09,0.012
21:32:10,1.348
21:32:11,0.000
21:32:12,0.001
21:32:13,0.006
21:32:14,0.000
21:32:15,0.012
21:32:16,0.000
21:32:17,1.385
21:32:18,0.006
21:32:19,0.000
21:32:20,0.000
21:32:21,0.000
21:32:22,0.012
21:32:23,0.006
21:32:24,1.444
21:32:25,0.007
21:32:26,0.010
21:32:27,0.038
21:32:28,0.012
21:32:29,0.012
21:32:30,0.000
21:32:31,1.418
21:32:32,0.059
21:32:33,0.054
21:32:34,0.011
21:32:35,0.000
21:32:36,0.012
21:32:37,0.011
21:32:38,1.416
21:32:39,0.032
21:32:40,0.000
21:32:41,0.032
21:32:42,0.000
21:32:43,0.018
21:32:44,0.094
21:32:45,1.444
21:32:46,0.094
21:32:47,0.000
21:32:48,0.006
21:32:49,0.057
21:32:50,0.013
21:32:51,0.000
21:32:52,1.498
21:32:53,0.008
21:32:54,0.014
21:32:55,0.000
21:32:56,0.005
21:32:57,0.012
21:32:58,1.516
21:32:59,0.004
21:33:00,0.002
21:33:01,0.003
21:33:02,0.003
21:33:03,0.018
21:33:04,0.000
21:33:05,0.137
21:33:06,1.478
21:33:07,0.029
21:33:08,0.040
21:33:09,0.015
21:33:10,0.009
21:33:11,0.044
21:33:12,1.548
21:33:13,0.006
21:33:14,0.000
21:33:16,0.000
21:33:17,0.001
21:33:18,0.012
21:33:19,0.006
21:33:20,1.559
21:33:21,0.000
21:33:22,0.003
21:33:23,0.000
21:33:24,0.006
21:33:25,0.012
21:33:26,0.000
21:33:27,1.599
21:33:28,0.000
21:33:29,0.038
21:33:30,0.001
21:33:31,0.000
21:33:32,0.003
21:33:33,0.012
21:33:34,0.062
21:33:35,1.529
21:33:36,0.000
21:33:37,0.009
21:33:38,0.030
21:33:39,0.006
21:33:40,0.014
21:33:41,0.007
21:33:42,1.658
21:33:43,0.000
21:33:44,0.038
21:33:45,0.001
21:33:46,0.000
21:33:47,0.106
21:33:48,0.000
21:33:49,1.697
21:33:50,0.057
21:33:51,0.000
21:33:52,0.000
21:33:53,0.000
21:33:54,0.018
21:33:55,0.000
21:33:56,1.576
21:33:57,0.005
21:33:58,0.000
21:33:59,0.006
21:34:00,0.000
21:34:01,0.000
21:34:02,0.018
21:34:03,0.759
21:34:04,0.842
21:34:05,0.003
21:34:06,0.000
21:34:07,0.000
21:34:08,0.000
21:34:09,0.112
21:34:10,0.000
21:34:11,0.007
21:34:12,0.148
21:34:13,0.017
21:34:14,0.125
21:34:15,0.009
21:34:16,0.000
21:34:17,0.000
21:34:18,0.002
21:34:19,0.006
21:34:20,0.000
21:34:21,0.000
21:34:22,0.000
21:34:23,0.096
21:34:24,0.018
21:34:25,0.000
21:34:26,1.597
21:34:27,0.005
21:34:28,0.000
21:34:29,0.048
21:34:30,0.000
21:34:31,0.024
21:34:32,0.003
21:34:33,1.614
21:34:34,0.006
21:34:35,0.014
21:34:36,0.000
21:34:37,0.000
21:34:38,0.015
21:34:39,0.004
21:34:40,0.090
21:34:41,1.524
21:34:42,0.000
21:34:43,0.038
21:34:44,0.000
21:34:45,0.032
21:34:46,0.014
21:34:47,1.643
21:34:48,0.100
21:34:49,0.057
21:34:50,0.094
21:34:51,0.000
21:34:52,0.012
21:34:53,0.006
21:34:54,1.656
21:34:55,0.000
21:34:56,0.005
21:34:57,0.000
21:34:58,0.006
21:34:59,0.012
21:35:00,1.669
21:35:01,0.000
21:35:02,0.003
21:35:03,0.006
21:35:04,0.001
21:35:05,0.043
21:35:06,0.031
21:35:07,1.701
21:35:08,0.037
21:35:09,0.039
21:35:10,0.022
21:35:11,0.034
21:35:12,0.046
21:35:13,1.676
21:35:14,0.001
21:35:15,0.000
21:35:16,0.004
21:35:17,0.001
21:35:18,0.006
21:35:19,0.012
21:35:20,1.685
21:35:21,0.000
21:35:22,0.003
21:35:23,0.006
21:35:24,0.000
21:35:25,0.012
21:35:26,0.006
21:35:27,1.704
21:35:28,0.006
21:35:29,0.000
21:35:30,0.031
21:35:31,0.000
21:35:32,0.015
21:35:33,1.720
21:35:34,0.000
21:35:35,0.000
21:35:36,0.000
21:35:37,0.000
21:35:38,0.018
21:35:39,0.000
21:35:40,1.715
21:35:41,0.000
21:35:42,0.000
21:35:43,0.017
21:35:44,0.013
21:35:45,0.056
21:35:46,0.002
21:35:47,1.738
21:35:48,0.006
21:35:49,0.057
21:35:50,0.094
21:35:51,0.000
21:35:52,0.106
21:35:53,0.107
21:35:54,1.088
21:35:55,0.000
21:35:56,0.100
21:35:57,0.000
21:35:58,0.015
21:35:59,0.009
21:36:00,0.000
21:36:01,0.000
21:36:02,0.013
21:36:03,0.011
21:36:04,0.003
21:36:05,0.006
21:36:06,0.000
21:36:07,0.000
21:36:08,0.006
21:36:09,0.000
21:36:10,0.001
21:36:11,0.000
21:36:12,0.000
21:36:13,0.006
21:36:14,0.000
21:36:15,0.000
21:36:16,0.000
21:36:17,0.000
21:36:18,0.006
21:36:19,0.000
21:36:20,0.000
21:36:21,0.000
21:36:22,0.000
21:36:23,0.006
21:36:24,0.000
21:36:25,0.003
21:36:26,0.005
21:36:27,0.000
21:36:28,0.006
21:36:29,0.000
21:36:30,0.031
21:36:31,0.008
21:36:32,0.005
21:36:33,0.015
21:36:34,0.021
21:36:35,0.098
21:36:36,0.000
21:36:37,1.401
21:36:38,5.488
21:36:39,0.000
21:36:40,0.002
21:36:41,0.019
21:36:42,0.150
21:36:43,0.006
21:36:44,0.002
21:36:45,0.000
21:36:46,0.000
21:36:47,0.043
21:36:48,0.006
21:36:49,1.439
21:36:50,0.007
21:36:51,0.122
21:36:52,0.094
21:36:53,0.027
21:36:54,0.094
21:36:55,0.117
21:36:56,0.005
21:36:57,0.012
21:36:58,1.348
21:36:59,0.000
21:37:00,0.000
21:37:01,0.003
21:37:02,0.000
21:37:03,0.006
21:37:04,0.012
21:37:05,1.382
21:37:06,0.039
21:37:07,0.029
21:37:08,0.025
21:37:09,0.017
21:37:10,0.033
21:37:11,1.375
21:37:12,0.033
21:37:13,0.105
21:37:14,0.003
21:37:15,0.000
21:37:16,0.001
21:37:17,0.002
21:37:18,0.008
21:37:19,0.000
